Job Title,Company Name,Location,Publishing Date,Job Type,Skills,Job Requirements
Robotics / Mechatronics Engineer,Procoor -,"New Cairo, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Communication skills · Electrical Engineering · Engineering · Robotics · Mechatronics · Programming · Python · Software," B. Sc. in Mechatronics, Aerospace Engineering or other relevant fields. Understanding of kinematics, dynamics, navigation, and control theory. Experience in programming using C, C++, Python and/or MATLAB. Experience using robotics middle-wares such as ROS and other robotics simulation tools. Experience with embedded software development. Experience in computer vision and deep learning applications and frameworks such as OpenCV, TensorFlow. Basic understanding of electronics interfacing. Good research, analytical reasoning, problem-solving, and communication skills. Experience researching, selecting, and integrating available electronic components, sensors, actuators, microcontrollers, and embedded computers suitable for the application is highly appreciated. Experience developing robots from scratch is desired."
,,,,,,
Full Stack Developer,Engosoft -,"Nasr City, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · English · Information Technology (IT) · Laravel · MySQL · PHP · Software Development · Python,"Computer Science graduates.2+ years of experienceExperience in (PHP, WordPress, Laravel, Python).Experience in MySQL Database.Very Good English Level.Males Only.Cairo Residence."
,,,,,,
Data Engineer,Confidential -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · BI · Computer Engineering · Computer Science · Data · Engineering · Information Technology (IT) · Python,"Core skills and experience:Analytical way of thinking and capability, with exposure from a previous role Strong experience with data modelling, creating reports and data visualizations. SQL experience for manipulation and analysis. Experience in other data languages (R, Python) a plus but not required. Collaboration and communication skills - you’ll be just as comfortable talking to an engineer as you would be to the CMO Experience working with or understanding marketing / commercial/ finance teams Experience with cloud BI Visualization tools such as Mode or Looker, bonus for Google Data Studio A creative / lateral thinking problem solver- understanding when a hack will do and how to deliver 80% value ahead of a fully perfect solution Nice-to-haves: prior experience modelling data in dbt (data build tool)"
,,,,,,
Research Scientist,Confidential -,"Cairo, Egypt ",Posted 1 month ago,Part Time,Part TimeEntry Level · R&D/Science · IT/Software Development · Data Science · optimization · python,"Work ResponsibilitiesUsing unsupervised clustering methods such as dbscan to cluster Lidar DataDevelop Python code to automate data processingAble to visualize geospatial data using qgis, arcgis or other tools. Eligibility CriteriaPython development skillsFamiliarity with geospatial data"
,,,,,,
Senior Devops Engineer - Sweden,ICT Cube -,"Goeteborg, Sweden ",Posted 1 month ago,Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Docker · Engineering · Information Technology (IT) · Python · Computer Engineering · Java · Software Development,"A good command in English is a must since this job requires relocation.Basic QualificationsBachelor’s degree in computer science, computer engineering, electrical engineering, math, scientific or technical discipline.Passionate and fluent in Linux, computer networks, container technology, and cloud infrastructure• 2+ years of experience in software development.• 4+ years of experience in DevOpsInterest and ability to learn new technologies as needed.Preferred QualificationsDeep understanding of cloud computing; virtualization, hosted services, multi-tenant cloud infrastructures, storage systems, and content delivery networks.Deep understanding of testing, continuous integration, and continuous deployment.Experience with networking technologies, load balancers, firewalls, API proxies, and web security mechanisms, and virtual network functions.Experience with deployment and orchestration technologies such as Puppet, Chef, Salt, Ansible, Docker, Kubernetes, Mesos, OpenStack, etc.Experience with Continuous Integration orchestration technologies like Jenkins, Bamboo, Gitlab CI, SonarQube, artifact management tools, License and security scanning tools, etc.Professional experience with multiple programming languages such as Java, C#, C++, Python, GO, and Lua.Experience with database systems such as MySQL, PostgreSQL, MongoDB, and CassandraExperience in system administration tasks in Linux, Unix, or WindowsExperience with IT security practices such as encryption, certificates, public key infrastructure, etc.Ability to work independently and in a team.Interest and ability to learn new technologies and programming languages as needed."
,,,,,,
Data Engineer,Ashtar.app -,"Maadi, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · SQL · Analysis · Python · Big Data,"B.Sc. in Information system or related fieldsStrong database/DBA/Architect backgroundStrong data analysis expertiseKnowledge of scripting languageKnowledge of programming languages like SQL, Python, R, and ScalaExtensive expertise in ETL and BI tools and building cubes.Familiarity with business intelligence tools (e.g., Power BI and Tableau)Strong mathematics skills (e.g., statistics, algebra)Experience with big data technologies such as Firestore, Hadoop and SparkAdvanced ability to perform exploratory data analysis.Experience with common data science toolkitsExceptional technical writing skills and ability to communicate complex data in a simple, actionable way.Analytical and problem-solving skillsExperience with machine learning and AIStrong leadership skills within the project team and in the business communityFamiliarity with data management toolsAbility to work independently and with team members from different backgrounds.Excellent attention to detail"
,,,,,,
Odoo Developer,Confidential -,"Victoria, Alexandria, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · Odoo · Software Development · XML · API · Programming,"Education: BA (prefer computer science and Computer Engineering)Experience in integrating Odoo with Other Business SystemsStrong object-oriented programmingProficiency with Agile methodology (Scrum/Kanban) and Software Development LifecycleExperience in BDD (Behavior Driven Development)Ability to elicit needs from key decision-makersFamiliar with the TFS, JiraSolid knowledge of REST API/GraphQL and XML RPCSolid UML diagrams experience is plusRelevant certificates are plusSkills: Excellent communication skills, Leadership skills, Organized, Time ManagementAvailable for Alexandria and Cairo and Giza Residents."
,,,,,,
System Engineer - Application Performance Monitoring (APM),Ejada (Cairo) -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AppDynamics · .Net · Java · NodeJS · PHP · Linux · Bash · Perl,"Required qualifications and experience:1+ years of relevant experience that includes either APM (e.g., AppDyanmics) or any other well-known monitoring tool.Good basic Knowledge of one of the core language environments, e.g., Java, .Net, NodeJS, PHP etc.Good knowledge/experience in OS (Windows and Linux …) and networking.Good basic knowledge of database concepts, scripting languages – sh/Bash/Perl/PythonGood written and verbal communication skills.Keen to learn and develop"
,,,,,,
Software Support Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical Support · Software · Technical Office · Computer Science · MySQL · Git · PHP,"QUALIFICATIONS:2+ years’ experience in similar role, preferably within a marketing agency, technology/software company or professional services firmWilling to shift regular work schedule to support clients in various time zonesProven track record managing client and internal relationshipsStrong communication skills in English in both written and spoken is requiredTechnical experience or knowledge in the following areas:Strong understanding of: Git Version ControlJavascriptPHPMySQLWeb Servers (Apache2 & Nginx)Linux Operating SystemShell scripting Familiarity with: JIRA (especially Jira Service Desk/Manager)HTML/CSSAWS Cloud ServicesApple Developer ProgramGoogle PlayDocker ContainersCI/CD (preferably Gitlab)Nice to have / Willing to learn: PythonNodeJSAngular  VALUES & COMPETENCIESCritical thinker with strong attention to detailsClient centric thinking to ensure that our clients are always our top priorityOutstanding interpersonal and business communications skills, both verbal and writtenFlexible and adaptable with proven problem-solving abilityHigh degree of professionalism and integrityExceptional organization and time management skillsWorks well within a team and independently and able to adjust to tight and changing deadlinesBe curious and aware of new industry trends and tools that can be leveraged by Trufla and share thoughts with the teamOpen to receiving constructive feedback and willingness to learn"
,,,,,,
QA Automation Engineer - Cairo,EXALT Technologies -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · Python · Django · Design Patterns · Unit Testing,"Bachelor of Science degree in Computer Science or Computer Engineering.Strong background in Object Oriented Programming Strong knowledge  in Javascript Good knowledge in any automation framework Knowledge of nightwatch.js is a plusKnowledge of cucumber.js is a plus Good Knowledge in Unix commandsAbility to write clean, readable and quality codeTeam player among an elite dynamic R&D group "
,,,,,,
Senior Ruby On Rails Developer,FlairsTech -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · HTML · PHP · MySQL · javaScript · Engineering · Computer Engineering · Computer Science,"University degree in Software/Computer Engineering, Computer Sciences, or related field.React JS experience is a mustMinimum of two years of relevant software development experience in PHP & Ruby on Rails.Excellent knowledge of PHP & Ruby on Rails is a must, along with other common libraries such as RSpec and Rescue.Excellent knowledge of HTML and CSS is a must.Good understanding of the syntax of Ruby and its nuances.Strong experience in using JavaScript and one or many of its frameworks like jQuery, Kendo, AngularJS, Bootstrap (jQuery and Javascript is a must).Python experience is a plusGood Knowledge of the Software Development Process is an asset."
,,,,,,
Senior Front End Developer - React,Trufla -,"Heliopolis, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Front-End · Software Development · Web Development · Computer Science · JQuery · Angular · HTML,"Job RequirementsHave 3+ years of front-end development experience in a team environmentKnow how to write code that performs at scaleExperience in developing a user friendly and appealing applicationsExperience with modern front-end libraries/ frameworks (Angular, React, Bootstrap, etc.)Experience integrating with REST APIs including third parties Facebook, Twitter, Google, etc.Strong knowledge of code version control (Git, TFS)Good knowledge of CI/CDDeep understanding of design patterns to creatively solve problems while preserving standards and using conventionsKnowledgeable and experienced with Object-Oriented and Service-Oriented Architecture, application architecture definition, applications design, business requirements gathering, requirements analysisFamiliarity with agile development methodologies"
,,,,,,
Backend Developer,Khales -,"Giza, Egypt ",Posted 1 month ago,Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Java · Ruby · RESTful APIs · microservice · python development,"BSc degree in Computer Science or relevant fieldProven work experience as a Back-end developer 3 – 5 YearsShould have an exposure to a formal working environment with experience in Java developmentIn-depth understanding of the entire web development process (design, development and deployment)Hands on experience with programming languages like Java, Ruby, PHP and PythonHands on experience with Technology RESTful and Microservice or APIAgile and Scrum methodology and practices is a plus       Excellent analytical and time management skillsTeamwork skills with a problem-solving attitude"
,,,,,,
Web Application Developer,Razaz Group -,"New Cairo, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · PHP Web Programming · Web Development · Web Marketing · SEO · Oracle · PHP · Java,"Computer ScienceComputingBasic knowledge of Search Engine OptimizationAbility to multitask with strict time constraints, budgets and business goalsStrong communication skillsManagement experience or examples that show ability to manage a team, should this role involve team managementExperience with server-side frameworks such as python, ruby, php, Java, ASP, ASP.NETExperience with database systems such as SQL and Oracle"
,,,,,,
Lead Data Scientist,Confidential -,"Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · Engineering · Machine Learning · SQL · Statistics,"Who you are:Bachelor’s degree in computer science or engineering, preferably a master’s degree in data science or relevant fields.5+ years of experience in the data science field.Must be self-motivated, results-driven, and able to work with minimum supervision.A creative problem-solver who is passionate about digging into sophisticated problems and devising new approaches to reach results.You have a strong understanding of statistics, data modelling, machine learning and optimization techniques.You possess proven hands-on skills in sourcing, cleaning, manipulating, analyzing, visualizing and modeling of real data.Extensive experience about model deployment in the cloud.Extensive experience with programming languages such as SQL, R, Python.Comfortable with ambiguity and rapid changes common in early-stage product developmentAble to communicate complex ideas effectively – both verbally and in writingExcellent English and Arabic communication skills (fluency in reading, writing, speaking)."
,,,,,,
Senior .Net developer,Expleo -,"Maadi, Cairo, Egypt ",Posted 1 month ago,Full Time,Full TimeExperienced · 3 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · C# · Python · Software Development · JavaScript · Computer Science · Selenium · Information Technology (IT),"Qualifications:Essential:JavaScript/Python experience.NET C# experience with SeleniumSkills:Works independently or well within a team Wants to continuously grow knowledge base and skill setCollaborative, consultative mindsetWorks well in a fast paced environment Strong technical backgroundDeep knowledge and curiosity about technology and systemsAgile mindset"
,,,,,,
Senior Data Engineer,Unifonic -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Big Data · kafka · Spark · Hadoop · AWS · Computer Science · Database · Development,"Bachelor’s degree in a related field.Hands-on 8+ years of experience in Data Engineering and Big Data. Proven work experience with ETL Development or similar areas. Advanced knowledge in Database Engines, Data Lakes, Data Practices, and policies. In-depth understanding of database structure principles, integration, ETL, ELT, data processing, and data management.Expertise in Data Warehouse & Data Lake technologies. Such as Vertica, Greenplum, Cloudera framework/ecosystems, Apache Kafka, ApacheNiFi, Apache Spark, Impala, etc.) Hands-on experience with programming languages, such as Python, Java, Scala, SQL.Experienced in assembling large, complex data sets that meet functional / non-functional business requirements. Experienced in building the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources by using SQL and AWS’s Big Data technologies. Experience working with private and sensitive information. Superb communication skills.Analytical skills and strong organizational abilities."
,,,,,,
Test Automation Engineer,AFKAR Technology -,"Giza, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Java · RPA · C# · Software Testing · Selenium · Testing,"Bachelor degree in computer science or relevantProficiency of at least one of these programming languages [ C# -Java –JS -Python ]Analytical thinking, Design patterns, and algorithms.Experience with API and Unit testing"
,,,,,,
DevOps Engineer / Site Reliability Engineer - Jumia Pay,Jumia -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Site Reliability · Linux · DevOps · AWS · Python · Docker,"Required Skills Aand Qualifications:Must have experience/knowledge in Linux environments;Experience/knowledge with configuration management tools;Monitor tools;Shell and Python scripting;Skilled with tools such as Jenkins;Experience/Knowledge with CI/CD;Experience with or interest in virtual/containers environments (e.g. Docker);Knowledge of Devops Methodology;Fluent in English; Personal Skills:Eager to work in team environment and share knowledge;Likes problem analysis and solving;Enthusiast and an interested in technologies and innovation;Solution oriented and proactive attitude, in parallel with “Get Things Done” mindset; Bonuses (the following skills are not required but will make your profile stand out):Knowledge in Kafka, RabbitMQ, Docker, Terraform, Ansible, Jenkins, Kubernetes, Prometheus/AlertManager, Grafana, Elasticsearch/Logstash/Kibana, Vault, Consul, Couchbase, Redis, MySQL, PostgreSQL, MongoDB, DNS;Java, PHP, Javascript, GoLang;Networking skills regarding routing and overall troubleshooting using TCPdump analysis;Experience provisioning servers and services using AWS, Azure or GCP;Familiar with SCRUM methodology; We don’t expect you to be expert in all of these, but would like to hear from you on any you might find relevant from your experience;  Academic & Trades QualificationsAcademic background in IT or equivalent;Proficiency in English;1 year of experience;We Offer: Space to use and experiment new technologies on a robust tech environment;A unique experience in an entrepreneurial, yet structured environment;The opportunity to become part of a highly professional and dynamic team working around the world;An unparalleled personal and professional growth as our longer-term objective is to train the next generation of leaders for our future internet ventures;"
,,,,,,
Data Scientist,B.Tech -,"Nasr City, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Information Technology (IT) · Computer Science · Data Science · Statistics · SQL · MySQL,"Bachelor’s in Computer Science, Statistics, Mathematics or relevant fieldExperience : 1 To 3Technical Knowledge : Acquaintance with using statistical computer languages and querying databases with (R, Python, SQL, MySQL etc.) to manipulate data and draw insights from large data sets. "
,,,,,,
Odoo Developer,3S Software -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PostgreSQL · Odoo · API · Computer Science · HTML · Information Technology (IT) · JavaScript · jQuery,"Experience : 2 yearsAn understanding of RESTful interfacesExcellent Python experience.Should have a working knowledge of API's in ODOO.Experienced in JavaScript & POS Module.Experienced in Webkit, RML Report, OpenOffice Reports, and Pentaho Report (preferred).Linux commands the knowledge and Troubleshoot Linux servers and networking issuesExperienced in HTML, XML, and JQuery.Experienced in PostgreSQL database."
,,,,,,
Senior DevOps Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Software Engineering · DevOps · Computer Science · Automation · Python · AWS · Information Technology (IT),"Job Requirements 4+ years of experience managing infrastructures with lots of moving pieces Experience with any public cloud providers (i.e. AWS, Google & Azure), preferably AWS Proficiency working with cloud technologies: Dockerization, ECS, CI/CD, auto-scaling, DBs (MySQL, Mongo, Postgres, Elasticsearch, etc…) , IAC Proficiency with Linux systems and tools Experience in scripting languages (i.e. Shell, Bash, Python, etc…) Strong experience in automation Preferably experience in architecting scalable infrastructures and data warehouses. Data-driven and strongly motivated by success and learnings through experiments and metrics analysis Comfortable working in a fast-moving team environment (we deploy many times a day!) Computer Science degree, or significant equivalent experience Passion for mentoring and supporting the continued education of team members Good knowledge of modern deployment tools and technologies (i.e. CI/CD, Docker, AWS, etc…) VALUES & COMPETENCIES Positive attitude and enthusiasm for employee training and development Flexible and adaptable with proven problem-solving ability High degree of professionalism, integrity, and confidentiality  Demonstrated accountability and reliability in the quality and timeliness of work Ability to work well within a team, and independently, and able to adjust to tight and changing deadlines Critical thinker with strong attention to details "
,,,,,,
Odoo Developer,Crevisoft Corporation -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · API · SQL · XML · jQuery · JavaScript · Odoo · PostgreSQL,"Experience : 2 yearsAn understanding of RESTful interfacesGood SQL Skills and specifically Familiar with Postgres & MysqlExcellent Python experience.Should have a working knowledge of API's in ODOO.Experienced in JavaScript & POS Module.Experienced in Webkit, RML Report, OpenOffice Reports, and Pentaho Report (preferred).Experienced in using Pycharm IDEs.Linux commands the knowledge and Troubleshoot Linux servers and networking issuesExperienced in HTML, XML, and JQuery.Experienced in PostgreSQL database."
,,,,,,
Senior DevOps Engineer,Evolvice GmbH -,"Maadi, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · DevOps · Docker · Engineering · English · Information Technology (IT) · Kubernetes · Python,"- At least 5 years' experience in DevOps and System Engineering;- System knowledge of Linux & Windows;- Containers (Docker, Crio, Containerd);- Kubernetes / OpenShift;- Scripting Language such as Bash, PowerShell, Python;- Experience working In Agile environment;- At least Upper-Intermediate English (all the internal communication is in English)."
,,,,,,
Solution Architect ( PHP ),Expand Cart -,"6th of October, Giza, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Architecture · Computer Engineering · Computer Science · Design · Engineering · CSS · Information Technology (IT) · JavaScript,"Proven experience as a software architect. 7+ years experience as a senior software developer .Experience in software development and coding in various languages (PHP, SQL, NodeJs, python)Excellent knowledge of software and application design and architecture. Excellent knowledge of UML and other modeling methods. Familiarity with HTML/CSS, JavaScript and UI/UX design .Understanding of software quality assurance principles. A technical mindset with great attention to detail High-quality organizational and leadership skills. Outstanding communication and presentation abilities"
,,,,,,
Software Development Manager,OdooTec -,"Cairo, Egypt ",Posted 4 days ago,Full Time,Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · MVC · Software Engineering · Programming · Software Development,"Typically, an experienced development manager who was top of his class and has enterprise applications development in his genes.Understanding and experience of design patterns.Front-end and Back-end programming experience.Excellent knowledge in object-oriented programming.Knowledge of functional programming.Must have knowledge of Python, JavaScript, HTML, CSS, and related libraries and frameworks.Must have knowledge of MVC architectural pattern.Handy with Git protocol.Prior contribution open-source projects.Deep understanding of open-source licenses and their differences.Experience with agile and waterfall methods.Knowledge of CMMI is a plus.PMP is a plus."
,,,,,,
Devops Engineer,Kashier Payment Solutions -,"Zamalek, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · Software Development · Python · Agile · AWS · Automation,"3+ years of professional experience as a DevOps / System Engineer.Fluent in Bash scripting and Python testing best practices.Experience working in and advocating for agile environments.Extensive experience working within AWS and with its managed products (EC2, ECS, ECR, R53, SES, ELB, S3, etc).Strong experience working with automation tooling (AWS CloudFormation).Strong experience with containers (Docker, Compose, ECS, ECR).Strong experience with various managed and self-hosted CI/CD tooling (BitBucket, AWS PipeLine, AWS CodeBuild, AWS CodeDeploy).Strong understanding of DNS, TCPDUMP, CDNS, SSL, Git, Firewalls, and networking concepts (VPC, subnetting, VPNs, etc).Experience deploying microservice architecture, applications, and support services.Experience working on high-traffic, international systems.Familiar with software security best practices."
,,,,,,
Senior Data Engineer,Musala Soft -,"Cairo, Egypt ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · NoSQL · English · Engineering · SQL · Information Technology (IT) · Python · NumPy · Pandas,"Good command of English language (spoken and written).Background or experience in Data Engineering.Experience with or knowledge in SQL and NoSQL databases.Experience with or knowledge in Python language (NumPy, pandas).Experience with or knowledge in R language.Experience with or knowledge in ETL processes.Experience with or knowledge in basic AWS EC2 infrastructure management.Experience with or knowledge in cloud-native tools for management of data pipelines, such as Apache Airflow, Apache Flink, Argo, etc.Experience with or knowledge in Docker and container management/orchestration frameworks like Kubernetes (for running data pipelines in them).Good analytical and communication skills."
,,,,,,
Big Data Engineer - Jumia Food,Jumia -,"Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Big Data · Computer Engineering · Java · Hadoop · Linux,"Requirements:Knowledge of the Linux operating system (OS, networking, process level)Understanding of Big Data technologies (Hadoop, Hbase, Spark, Kafka, Flume, Hive, etc)Understanding of one or more object-oriented programming languages (Java, C++, C#, Python)Fluent in at least one scripting language (Shell, Python, Ruby, etc.)Experience with at least one Hadoop distribution (Cloudera, MapR or preferably Hortonworks)Experience building complex data processing pipelines using continuous integration toolsExperience with Cassandra, MongoDB or equivalent NoSQL databasesExperience developing in an Agile environmentBachelor’s / Master’s / PhD degree in Computer Science or related field3+ years of building data pipelines experience or equivalentNice to have: Experience in designing big data/distributed systemsNice to have: Experience creating and driving large scale ETL pipelines We Offer:A unique experience in an entrepreneurial, yet structured environmentThe opportunity to become part of a highly professional and dynamic team working around the worldAn unparalleled personal and professional growth as our longer-term objective is to train the next generation of leaders for our future internet ventures"
,,,,,,
Senior IT Infrastructure Software Engineer,Quality unit -,"New Cairo, Cairo, Egypt ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Software Engineering · Git · Github · Development · Computer Science · Programming,"The ability to speak and write in English on Intermediate (B1) level if fluent in Slovak, Upper Intermediate (B2) otherwiseThe ability to learn, acquire and use new knowledge and skillsThe ability to build in-depth (expert) knowledge of existing operations and systemThe ability to conduct root-cause analysis and propose solutionsThe ability to informally prove the correctness of the proposed solutionsThe ability to conduct software engineering using modern, standard development practices in general-purpose languages like C/C++, Go, Python, etc.Basic knowledge of clustering and high-availability techniques at multiple levels of the OSI modelBasic knowledge of information security:Why is it necessary to secure all (IT) systems?Basic principles like The Principle of Least Privilege, The Principle of Weakest Link, Separation of Concerns, etc.Basic concepts such as Defense in DepthHow to properly authenticate and authorize resources, protect secrets, and how to use commonly available cryptography (symmetric vs. asymmetric ciphers, signatures and certificates, fast hashes vs. Key Derivation Functions)Knowledge of technologies like Apache HTTP Server, Asterisk, C/C++, CentOS, Docker, Elasticsearch, Git, GitHub, GNU, Go, Grafana, Haproxy, Java, Kibana, Kubernetes, Linux, Nagios, Nginx, OpenSIPS, PGP, PHP, Python, Redis, Salt, Varnish, etc. is an advantage."
,,,,,,
"RPA Developer (Automation Anywhere, UiPath, Blue Prism)",Tarqeem Solutions -,"Mohandessin, Giza, Egypt ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · RPA · Automation Anywhere · Automation · BluePrism · Software Development · Computer Science · Information Technology (IT) · Python,"RequirementsMust have 2 to 4 Programming or development experience (Java & .Net/C#)Scripting knowledge or experience (Python, VB Script, Shell Script, PowerShell etc.)Preferable 2 to 4 years’ experience with Automation Anywhere Enterprise RPA platform or any other RPA tools (UiPath and/or BluePrism), Automation Anywhere certification is a plusExperience in creating MacrosExperience in database development (SQL or Oracle)Ability to understand and create business process workflow diagrams or procedural documentationUnderstanding of SDLC, Waterfall and Agile development methodologiesExposure to performance measurement and continuous improvement methodologies"
,,,,,,
Enterprise Software Developer,eT3 - Tomorrow Information Technology -,"New Cairo, Cairo, Egypt ",Posted 2 months ago,Full Time,Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Fullstack · Frontend Development · HTML · CSS · javaScript · Backend Development,"Good command of the following (the more the better):Backend DevelopmentWeb frameworks (preferably: Python Django)APIs  (Preferably: DRF)Data Access (Preferably Django ORM )Experience in frameworks and languages similar to those preferred (such as C#, Java or PHP frameworks) is highly considered - as the concepts are mostly the same - provided that you exhibit ability to learn new frameworks and languages easily.Frontend DevelopmentHTMLCSSJavascript Frameworks (Preferably Vue.js)Experience in development of Enterprise SystemsPortalsAPI PlatformsIntegration (Application and data integration)Enterprise web applicationsDatabase design/modeling and developmentReports/Business IntelligenceIntegrationMessage Queues (Preferably: Rabbit MQ - BizTalk)DatabaseComplex SQL queries and ObjectsMobile AppMobile app development capabilities (preferably Flutter) is a plus.GISGIS development capabilities is a plus.Artificial IntelligenceMachine learning capabilities are a plus.Business IntelligenceBusiness Intelligence capabilities are a plus.DevOpsGitlabDockerKubernetesGunicornWaitressIISBizTalkLinuxWindows Server"
,,,,,,
Senior Data Engineer,LINK Development -,"Maadi, Cairo, Egypt ",Posted 2 months ago,Full TimeWork From Home,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AWS · Big Data · Cloud · Software Development · Computer Science · Engineering · Java,"Bachelor's degree in Computer Science, Statistics, Informatics, Information Systems, or another quantitative field.5+ years of experience in a Data Engineer roleExperience with big data tools: Hadoop, Spark, Kafka, etc.Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow, etc.Experience with AWS cloud services: EC2, EMR, RDS, RedshiftExperience with stream-processing systems: Storm, Spark-Streaming, etc.Function scripting languages: Python, Java, C++, Scala, etc.AWS knowledge and certificates is a plus"
,,,,,,
ERPNext Developer,DataSoft -,"Mohandessin, Giza, Egypt ",Posted 2 months ago,Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Python · JavaScript · HTML · Jinja · CSS · Engineering · ERPNext,"BSc. Degree in Computer Science or Engineering. Experience on Frappe framework.Working knowledge of Python, Javascript, CSS, HTML and Jinja templates.Familiarity with current ERPNext features and functionalities. Good Experience in Python, JavaScript, MariaDB, Frappe Framework."
,,,,,,
